sheet,chain,co_owned,state,southj,centralj,northj,pa1,pa2,shore,bonus,pctaff,period,ncalls,empft,emppt,nmgrs,wage_st,inctime,firstin,meals,open,hrsopen,psoda,pfry,pentree,nregs,nregs11,type,status,date,special
445,1,0,2,0,0,0,0,1,0,0,0,1,0,50,35,3,5,26,.1,"reduced",6,18,1.04,.88,.94,3,3,1,1,110792,0
445,1,0,2,0,0,0,0,1,0,0,0,2,,15,18,5,4.75,26,.15000001,"reduced",6,18,1.04,.86000001,.94,3,3,,,,
446,1,0,2,0,0,0,0,1,0,0,50,1,2,,,3,4.5,4,.25,"reduced",6,18,1.03,.83999997,.94,,,1,1,110792,1
446,1,0,2,0,0,0,0,1,0,0,50,2,,7,24,4,5,4,.25,"reduced",6,18,.97000003,.83999997,.91000003,4,3,,,,
448,1,0,2,0,0,0,0,1,0,1,78,1,0,8,18,4,4.75,4,.25,"reduced",6,18,.97000003,.83999997,.91000003,3,3,1,1,111892,0
448,1,0,2,0,0,0,0,1,0,1,78,2,1,8,27,3,4.5,13,.25,"reduced",6,18,.95999998,.82999998,.87,3,3,,,,
449,1,0,2,0,0,0,0,1,0,0,3,1,2,0,25,3,4.8699999,3.5,,"reduced",6,18,,,,4,4,1,1,110792,0
449,1,0,2,0,0,0,0,1,0,0,3,2,,15,15,5,5,52,.25,"reduced",6,18,.97000003,.83999997,.73000002,3,3,,,,
450,1,0,2,0,0,0,0,1,0,0,50,1,0,2,21,3,4.75,13,.15000001,"reduced",6.5,16.5,.97000003,.81999999,.83999997,3,3,1,1,111892,1
450,1,0,2,0,0,0,0,1,0,0,50,2,2,27.5,8,3,4.75,13,.25,"reduced",6,18,.91000003,.83999997,.86000001,3,3,,,,
451,1,0,2,0,0,0,0,1,0,0,0,1,0,10,17,5,5,52,.25,"reduced",0,24,1.05,.83999997,.95999998,6,4,1,1,111792,0
451,1,0,2,0,0,0,0,1,0,0,0,2,2,26,9,6,5,26,.2,"reduced",0,24,1.11,.83999997,.94,6,3,,,,
454,2,1,2,0,0,0,0,1,0,0,,1,0,1,9,3,4.5,4,.15000001,"reduced",11,10,.94,.73000002,2.53,4,3,1,1,111292,0
454,2,1,2,0,0,0,0,1,0,0,,2,,0,18,5,5,13,.25,"free",11,11,.94,.73000002,2.6400001,4,3,,,,
455,2,1,2,0,0,0,0,1,0,0,0,1,0,2,8,5,5.25,13,.25,"free",11,10,.73000002,.73000002,2.3199999,2,2,1,1,111292,0
455,2,1,2,0,0,0,0,1,0,0,0,2,,3,12,2,5,13,.25,"reduced",11,11,.94,.83999997,2.3199999,4,3,,,,
458,2,1,2,0,0,0,1,0,0,0,0,1,2,2,10,2,5,19,.15000001,"free",11,10,.94,.73000002,2.3199999,4,4,1,1,111792,0
458,2,1,2,0,0,0,1,0,0,0,0,2,1,2,9,2,5,13,.25,"free",11,10.5,.89999998,.73000002,2.3199999,4,3,,,,
459,3,1,2,0,0,0,0,1,0,0,,1,0,5,20,3,4.25,13,.37,"reduced",6,16,1.05,.89999998,.94,5,,2,1,122292,1
459,3,1,2,0,0,0,0,1,0,0,,2,1,0,20,5,4.3499999,28,.15000001,"reduced",7,15,1.01,1.01,.88999999,4,2,,,,
462,3,1,2,0,0,0,0,1,0,1,5,1,0,2.5,20,3,5,13,.37,"reduced",9,12.5,1.05,1.01,1.11,4,4,2,1,122292,0
462,3,1,2,0,0,0,0,1,0,1,5,2,1,1,25,4,4.75,13,.2,"reduced",9,12,1.01,1.01,.88999999,6,3,,,,
466,4,0,2,0,0,0,0,1,0,1,65,1,2,8,17.5,4,4.75,17,.30000001,"both",10.5,11.5,.94,.80000001,.94,2,2,1,1,111892,0
466,4,0,2,0,0,0,0,1,0,1,65,2,5,14,12,3,,52,,"free",10.5,11.5,.94,,,2,2,,,,
468,1,0,2,0,0,0,0,1,0,0,0,1,0,40,30,3,5,13,.17,"reduced",6,18,.94999999,.94,.94999999,4,3,1,1,110792,1
468,1,0,2,0,0,0,0,1,0,0,0,2,,9,32,4,5,26,.13,"reduced",6,18,.97000003,.83999997,.86000001,4,3,,,,
469,1,0,2,0,0,0,0,1,0,0,80,1,0,8,27,5,5,39,.25,"reduced",6,18,.92000002,.72000003,.95999998,3,2,1,1,111692,0
469,1,0,2,0,0,0,0,1,0,0,80,2,1,7,39,4,4.5,41,.23,"reduced",6,18,.92000002,.81,.87,3,3,,,,
470,1,0,2,0,0,0,0,1,0,0,0,1,0,10.5,30,3,5.5,,.30000001,"reduced",6,18,.97000003,.83999997,.94,3,3,1,1,111792,1
470,1,0,2,0,0,0,0,1,0,0,0,2,2,18,10,3,4.75,13,.15000001,"reduced",6,18,1.03,.83999997,.94,3,2,,,,
471,1,0,2,0,0,0,0,1,0,0,50,1,2,25,20,4,4.25,26,,"reduced",6,18,.97000003,.83999997,.91000003,2,2,1,1,111692,0
471,1,0,2,0,0,0,0,1,0,0,50,2,,12,23,3,4.25,26,.15000001,"reduced",6,18,.97000003,.86000001,.91000003,3,1,,,,
472,1,0,2,0,0,0,0,1,0,0,80,1,2,37.5,2,3,4.25,52,,"reduced",6.5,16.5,.97000003,1.05,.91000003,3,3,1,1,110792,0
472,1,0,2,0,0,0,0,1,0,0,80,2,,8,25,3,4.9000001,13,.18000001,"reduced",6,17,.95999998,.83999997,.91000003,3,3,,,,
473,1,0,2,0,0,0,0,1,0,1,50,1,0,5,27,4,4.75,26,.5,"reduced",6,17,.97000003,.86000001,.88999999,3,2,1,1,111792,0
473,1,0,2,0,0,0,0,1,0,1,50,2,1,26,15,2,4.5,19,.13,"reduced",6,17,.97000003,.83999997,.86000001,3,3,,,,
474,1,0,2,0,0,0,0,1,0,0,0,1,2,6,9,3,5,26,.37,"reduced",9,12.5,1.13,.98000002,1.01,3,1,2,1,122292,0
474,1,0,2,0,0,0,0,1,0,0,0,2,1,5,20,3,4.5,,0,"reduced",8.5,13,1.09,.94,.94,3,2,,,,
475,1,0,2,0,0,0,0,1,0,0,60,1,1,25,8,3,4.5,,,"free",7,15,1.02,.88999999,.89999998,3,3,1,1,110792,0
475,1,0,2,0,0,0,0,1,0,0,60,2,,10,16,3,4.5,26,.15000001,"free",7,15,1.02,.94,.89999998,3,3,,,,
476,1,0,2,0,0,0,1,0,0,0,60,1,2,6,30,3,4.25,52,.12,"reduced",6,18,.94999999,.79000002,.91000003,3,3,1,1,111792,0
476,1,0,2,0,0,0,1,0,0,0,60,2,1,5,30,3,4.75,52,.2,"reduced",6,18,.95999998,.83999997,1.1799999,3,3,,,,
477,1,0,2,0,0,0,0,1,0,1,50,1,1,8,28,4,4.25,39,.12,"reduced",6.5,16.5,.97000003,.77999997,.99000001,3,3,1,1,110792,0
477,1,0,2,0,0,0,0,1,0,1,50,2,,6,20,4,6.25,26,.5,"reduced",6,17,.95999998,.83999997,.88999999,3,3,,,,
478,1,0,2,0,0,0,1,0,0,0,30,1,0,32,25,4,4.5,13,.22,"reduced",6,19,.97000003,.86000001,.91000003,3,3,2,1,122292,0
478,1,0,2,0,0,0,1,0,0,0,30,2,1,8,30,4,4.3499999,13,.25,"reduced",6,18,1.01,.88,.91000003,3,2,,,,
481,2,1,2,0,0,0,0,1,0,1,0,1,2,5,17.5,3,5.25,26,.25,"both",11,10,.94999999,.74000001,2.53,5,4,1,1,111792,1
481,2,1,2,0,0,0,0,1,0,1,0,2,2,15,4,3,5,26,.25,"reduced",11,11,.74000001,.73000002,2.53,3,3,,,,
483,2,1,2,0,0,0,0,1,0,1,0,1,0,1,15,1,5,13,.07,"reduced",11,10,.94,.73000002,2.3199999,4,3,1,1,111292,0
483,2,1,2,0,0,0,0,1,0,1,0,2,,4,13,3,4.75,13,.18000001,"free",11,11,.94999999,.74000001,2.3299999,4,3,,,,
485,2,1,2,0,0,0,0,1,0,0,80,1,2,1,9,3,4.5,26,.37,"reduced",11,10,.94999999,.74000001,2.3299999,4,3,1,1,111292,0
485,2,1,2,0,0,0,0,1,0,0,80,2,,4,12,3,4.5,19,,"reduced",11,11,1.01,.73000002,2.3199999,4,3,,,,
487,3,1,2,0,0,0,0,1,0,1,0,1,0,10,6,2,5,13,.17,"reduced",10,11.5,1.11,.91000003,.94999999,6,3,1,1,111192,0
487,3,1,2,0,0,0,0,1,0,1,0,2,,6,20,3,4.75,26,.1,"reduced",10.5,11,1.05,1.01,.94,6,1,,,,
488,3,0,2,0,0,0,0,1,0,1,0,1,1,20,13,3,5,13,.25,"reduced",6,16,1.05,.79000002,1.01,5,5,1,1,111192,0
488,3,0,2,0,0,0,0,1,0,1,0,2,,5,15,3,4.75,26,.13,"reduced",7,15,1.01,1.01,.94,5,3,,,,
489,3,0,2,0,0,0,0,1,0,1,6,1,2,5,23,2,5,13,.37,"reduced",7,14,1.05,1.01,.94,4,4,1,1,111892,0
489,3,0,2,0,0,0,0,1,0,1,6,2,2,2,19,3,4.25,26,.13,"reduced",10,11.5,1.01,1.01,1.05,6,3,,,,
490,3,1,2,0,0,0,0,1,0,0,0,1,0,10,12.5,4,5,13,.12,"reduced",6,16,1.05,1.01,1.05,4,4,1,1,111692,0
490,3,1,2,0,0,0,0,1,0,0,0,2,1,2,18,3,5,26,.28,"reduced",6,16,1.01,1.01,1.05,5,3,,,,
491,3,0,2,0,0,0,0,1,0,0,100,1,0,4,25,2,4.5,13,.37,"reduced",8.5,13,1.05,.91000003,.94999999,3,2,2,3,123092,
491,3,0,2,0,0,0,0,1,0,0,100,2,3,0,0,0,,,,,,,,,,,,,,,
492,3,1,2,0,0,0,0,1,0,0,75,1,0,2,16,3,4.5,13,.25,"reduced",9,12.5,1.11,1.05,.94,2,1,1,1,111192,0
492,3,1,2,0,0,0,0,1,0,0,75,2,,4,15,2,4.5,19,.1,"reduced",9,12.5,1.11,1.11,1.05,2,1,,,,
493,3,1,2,0,0,0,1,0,0,0,0,1,0,27,12,3,5,26,.25,"reduced",6,16,1.05,.89999998,2.01,6,3,1,1,111192,0
493,3,1,2,0,0,0,1,0,0,0,0,2,,0,30,4,4.9000001,13,.25,"reduced",6,16,1.02,1.01,.83999997,3,3,,,,
495,3,0,2,0,0,0,0,1,0,0,2,1,2,4,28,3,5,26,.25,"reduced",7,15,1.05,1.01,.94,3,3,1,1,111192,1
495,3,0,2,0,0,0,0,1,0,0,2,2,,8,20,3,5,26,.25,"reduced",6,16,.95999998,1.01,1.01,5,3,,,,
496,3,1,2,0,0,0,0,1,0,1,0,1,0,10,15,3,5,13,.17,"reduced",6,16,1.05,.89999998,.73000002,5,3,1,1,111192,0
496,3,1,2,0,0,0,0,1,0,1,0,2,,10,10,3,4.75,19,.18000001,"reduced",6,16,1.01,1.01,.88999999,,,,,,
497,4,1,2,0,0,0,0,1,0,1,37,1,0,12,15,3,4.5,13,.15000001,"reduced",10,12,.91000003,.83999997,.83999997,2,2,1,1,111392,0
497,4,1,2,0,0,0,0,1,0,1,37,2,,,,5,,,,"reduced",10,12,1.01,.89999998,.79000002,2,2,,,,
498,4,1,2,0,0,0,0,1,0,1,75,1,2,20,10,3,4.75,26,.1,"reduced",10,12,.91000003,.83999997,.85000002,2,2,1,1,111792,1
498,4,1,2,0,0,0,0,1,0,1,75,2,2,21,5.5,3,5,26,,"reduced",10,12,.98000002,.83999997,.89999998,2,2,,,,
499,4,1,2,0,0,0,0,1,0,1,11,1,0,0,28,5,5,26,.07,"reduced",10,12,.89999998,.69,1.75,2,2,1,1,111492,1
499,4,1,2,0,0,0,0,1,0,1,11,2,1,0,31,5,5,26,.1,"reduced",10,12,.89999998,.69,.94,2,2,,,,
501,1,0,2,0,0,0,0,1,0,1,63,1,0,14,15,3,4.25,4,.37,"reduced",6.5,16.5,.83999997,.83999997,.94,3,3,1,1,111792,1
501,1,0,2,0,0,0,0,1,0,1,63,2,2,30,15,6,4.75,4,.34999999,"free",6,18,1.03,.91000003,.91000003,3,3,,,,
503,1,0,2,0,0,0,0,1,0,0,100,1,2,7.5,14,4,4.75,,.12,"reduced",6.5,16.5,.97000003,.83999997,.91000003,3,3,1,1,110792,0
503,1,0,2,0,0,0,0,1,0,0,100,2,,35,6.5,3,4.5,13,.15000001,"reduced",6,18,.97000003,.83999997,1,3,3,,,,
506,2,1,2,0,0,0,1,0,0,0,30,1,0,3,7,2,,13,.37,"reduced",11,10,.94999999,.74000001,2.3299999,3,3,1,1,111292,
506,2,1,2,0,0,0,1,0,0,0,30,2,,3,7,4,5,19,.25,"free",11,11,.94999999,.74000001,2.3299999,4,3,,,,
509,3,1,2,0,0,0,0,1,0,0,30,1,2,3,16,3,5,13,.25,"reduced",6,16,1.05,.94999999,1.16,6,3,1,1,111192,0
509,3,1,2,0,0,0,0,1,0,0,30,2,,5.5,10,3,4.25,26,.2,"reduced",6.5,15.5,1,1.01,.94,3,2,,,,
510,3,1,2,0,0,0,0,1,0,0,60,1,0,7,25,4,4.25,26,.25,"reduced",6,16,1.05,.91000003,1.05,3,3,1,1,111892,1
510,3,1,2,0,0,0,0,1,0,0,60,2,2,2.5,17.5,3,,13,,"reduced",7,15,1.05,1.01,,5,3,,,,
511,3,1,2,0,0,0,0,1,0,0,75,1,0,4,16,3,4.75,9,.15000001,"reduced",6,16.5,1.01,.91000003,1.05,4,4,1,1,111192,0
511,3,1,2,0,0,0,0,1,0,0,75,2,,3,13,3,4.75,,,"reduced",7,15,1.01,1.01,.88999999,6,2,,,,
514,3,0,2,0,0,0,0,1,0,0,25,1,0,5,20,3,4.5,26,.25,"reduced",6,16,.94,.89999998,.94,5,3,1,1,111192,0
514,3,0,2,0,0,0,0,1,0,0,25,2,1,23,16,3,4.25,10,.2,"reduced",6,16,.94999999,.94999999,1.05,6,4,,,,
515,3,1,2,0,0,0,0,1,0,0,33,1,0,7,16,4,5,13,.2,"reduced",6,16,1.05,.94,1.16,5,3,1,1,111192,0
515,3,1,2,0,0,0,0,1,0,0,33,2,,5,19,3,4.75,13,.18000001,"reduced",6,16,1.01,1.01,.94,5,4,,,,
516,3,1,2,0,0,0,0,1,0,0,23,1,2,6,22.5,3,4.75,13,.12,"both",6,16,1.05,.91000003,1.05,4,3,1,1,111692,1
516,3,1,2,0,0,0,0,1,0,0,23,2,,2,12,2,4.9099998,14,.18000001,"reduced",8,14,1.01,.94999999,.88999999,5,3,,,,
521,1,0,2,0,0,0,1,0,0,1,50,1,0,2.5,20,3,4.25,13,,"reduced",6.5,16.5,,,.51999998,4,4,1,1,110792,1
521,1,0,2,0,0,0,1,0,0,1,50,2,,0,12,8,4.4000001,13,.13,"reduced",7,16,.41,.83999997,.88999999,4,2,,,,
522,1,0,2,0,0,0,1,0,0,0,75,1,2,2,30,4,4.3499999,26,.2,"both",7,16,1,.87,.94,3,3,1,1,110792,0
522,1,0,2,0,0,0,1,0,0,0,75,2,,3,23,3,4.25,26,.15000001,"both",7,16,1,.74000001,.94999999,3,3,,,,
